subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column
63,3,8/9/92,23,F,1,I locked the cabinet,Sklar_control_B,sklar_semantics,emo_sem_emo_sem,1.87208064948209,1,2,2,1,330143.626035764
63,3,8/9/92,23,F,2,I lit the rain,Sklar_violation,sklar_semantics,emo_sem_emo_sem,4.93434451962821,2,1,1,1,330149.306688159
63,3,8/9/92,23,F,3,I turned off the door,Sklar_violation,sklar_semantics,emo_sem_emo_sem,5.54631384083768,2,2,2,1,330155.598865358
63,3,8/9/92,23,F,4,I played the melody,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,1.70078396709869,1,2,2,1,330158.045180418
63,3,8/9/92,23,F,5,I looked for the paint,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,2.36136059538694,1,2,2,1,330161.150106415
63,3,8/9/92,23,F,6,I fixed the stairs,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,3.49064685305348,2,1,1,1,330165.384092562
63,3,8/9/92,23,F,7,I spread the glue,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,3.03201904561138,2,1,1,1,330169.159413699
63,3,8/9/92,23,F,8,I interviewed the vinegar,Sklar_violation,sklar_semantics,emo_sem_emo_sem,1.12665763945552,2,1,1,1,330171.029464834
63,3,8/9/92,23,F,9,I turned up the volume,Sklar_control_B,sklar_semantics,emo_sem_emo_sem,1.66766677738633,1,2,2,1,330173.44041895
63,3,8/9/92,23,F,10,I wore the way,Sklar_violation,sklar_semantics,emo_sem_emo_sem,2.06757370458217,1,2,2,1,330176.251345419
63,3,8/9/92,23,F,11,I moved the chair,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,1.25585826497991,2,1,1,1,330178.250714884
63,3,8/9/92,23,F,12,I threw the bread,Sklar_filler,sklar_semantics,emo_sem_emo_sem,2.92612832377199,2,1,1,1,330181.920206556
63,3,8/9/92,23,F,13,I photographed the river,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,1.54988216760103,1,2,2,1,330184.213636807
63,3,8/9/92,23,F,14,I heard the thunder,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,3.53745171567425,2,1,1,1,330188.494651359
63,3,8/9/92,23,F,15,I liked the dance,Sklar_control_A,sklar_semantics,emo_sem_emo_sem,1.40839060320286,2,2,2,1,330190.646905953
